@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 {0,1,2,3}

@data
864,'2024/04/25 18:11:58:299',23,630.720032,360.172211,-0.001094,33.538269,26.536835,11.096478,50.408386,64.083618,16.639107,30.300354,98.008545,20.829273,3.677734,127.659042,23.572039,55.227356,141.504471,12.627792,66.033936,205.310974,19.360794,74.034424,256.205994,24.232378,79.905884,298.672821,27.509071,18.841675,139.771622,10.891214,7.183899,208.448898,19.111853,26.347351,267.822662,27.076334,38.005676,321.41156,32.56712,13.637573,127.864899,9.299749,27.141541,138.008423,17.753704,15.504211,94.9216,15.261023,6.304932,71.74173,11.305097,39.808594,109.965652,8.953924,49.351501,107.825668,16.506884,37.253906,80.65271,15.486256,22.834412,59.582672,12.633096,3
865,'2024/04/25 18:11:58:419',23,630.720032,360.172211,-0.001094,33.538269,26.536835,11.096478,50.408386,64.083618,16.639107,30.300354,98.008545,20.829273,3.677734,127.659042,23.572039,55.227356,141.504471,12.627792,66.033936,205.310974,19.360794,74.034424,256.205994,24.232378,79.905884,298.672821,27.509071,18.841675,139.771622,10.891214,7.183899,208.448898,19.111853,26.347351,267.822662,27.076334,38.005676,321.41156,32.56712,13.637573,127.864899,9.299749,27.141541,138.008423,17.753704,15.504211,94.9216,15.261023,6.304932,71.74173,11.305097,39.808594,109.965652,8.953924,49.351501,107.825668,16.506884,37.253906,80.65271,15.486256,22.834412,59.582672,12.633096,3
866,'2024/04/25 18:11:58:428',23,631.227112,359.904175,-0.001007,32.445679,26.097198,11.38912,48.353516,63.075256,16.974504,27.386963,97.286652,21.125813,0.535522,127.600739,23.793406,55.619812,141.748611,12.498081,67.394409,204.372192,19.162563,76.67334,254.888611,23.987463,83.452148,297.127533,27.202444,19.81427,140.770767,10.646887,5.754517,208.811691,18.640921,24.307373,268.782532,26.656694,35.02887,322.622131,32.213203,12.198364,129.26123,8.997467,26.902344,139.041901,17.854395,15.913452,95.9617,15.761566,6.523132,72.73587,11.856389,37.924805,111.592087,8.554783,48.671326,108.703262,16.645082,37.386658,81.504456,15.8976,23.182983,60.476807,13.075424,3
867,'2024/04/25 18:11:58:527',23,629.403381,359.457947,-0.000937,32.900574,28.2146,11.24182,48.701477,64.983185,16.859896,27.797852,98.929413,21.018312,0.313721,128.938522,23.60952,54.714355,141.696945,13.013304,64.988342,204.603622,19.908218,73.103943,255.031281,24.872074,79.10791,297.166443,28.257454,19.46405,139.645477,11.192764,6.339111,207.038376,19.632261,24.963928,265.806396,27.766966,36.053711,319.042999,33.448975,12.247253,127.383621,9.490459,27.22229,136.913422,18.178066,16.999451,95.625427,15.716313,8.509888,73.812958,11.731688,37.453003,109.011307,9.010427,48.052307,105.37381,16.808418,37.205261,78.932404,15.801892,23.943481,58.506836,12.922732,3
868,'2024/04/25 18:11:58:536',23,631.03064,359.789795,-0.001034,34.05719,27.033813,11.326874,50.609802,64.925385,16.713388,29.597168,99.896332,20.646013,1.817322,130.142395,23.06839,57.26123,143.556503,12.291016,66.99353,206.117249,18.979101,74.781006,255.979309,23.695456,80.115967,297.717041,26.828962,20.640991,141.957382,10.415886,6.145874,208.782776,18.462189,25.770142,267.541321,26.435915,37.279541,321.103333,31.93623,12.069031,129.833115,8.764305,27.943298,137.227463,18.084913,15.692566,93.323822,15.918297,5.076538,70.477081,11.728158,38.421448,111.228333,8.261567,49.150269,106.338684,16.749805,36.386841,78.104584,15.912067,21.30188,56.944824,12.865207,3
869,'2024/04/25 18:11:58:638',23,628.310974,361.311584,-0.000994,32.852722,30.593658,10.456013,48.613586,70.187225,15.324845,28.953369,106.568207,18.903534,2.441711,137.269165,20.977131,52.870789,144.817078,11.389956,62.369507,208.660645,17.688623,69.449219,257.778015,22.099579,74.460754,298.679718,25.044498,17.125549,142.607285,9.635083,8.12854,209.651443,17.065889,26.696716,266.633972,24.127354,37.844604,318.40564,29.071486,14.642273,130.003082,8.114563,28.561401,140.006851,16.141163,16.092529,99.112793,13.813727,6.078369,77.574707,10.108378,39.757813,110.9888,7.745684,49.024536,108.576126,15.078074,36.362183,82.417023,14.276067,22.060974,62.382446,11.746341,3
870,'2024/04/25 18:11:58:647',23,629.31543,359.787262,-0.000935,34.197021,30.499847,10.870834,49.301086,69.139893,16.115814,29.616211,105.059052,19.894146,2.77771,135.793335,22.031284,53.543701,142.226089,12.808755,63.112793,206.040466,19.706404,69.839172,255.018372,24.56175,74.526794,295.759186,27.912725,17.346924,140.002579,10.930782,7.66803,207.207031,19.186934,25.996704,263.544861,26.958254,37.297119,314.61853,32.564098,14.876221,127.705048,9.178947,28.809021,137.06636,17.208317,17.196594,96.72583,14.372859,7.861572,75.380707,10.532513,40.109009,108.9543,8.657201,49.344055,105.554138,15.687149,37.240295,79.242584,14.379333,23.469299,58.823486,11.599189,3
871,'2024/04/25 18:11:58:744',23,628.738708,358.336761,-0.000937,33.670837,29.718658,10.767902,49.299744,67.738373,16.000572,30.436646,103.136078,19.821909,4.320068,134.249878,22.104408,53.431763,140.591461,12.850943,63.323181,203.722336,19.707115,70.355774,253.416885,24.582651,75.616455,294.757141,27.963682,17.656189,138.399841,10.977362,7.20874,205.565018,19.34972,25.284607,262.735657,27.24939,36.034912,314.06543,32.948242,14.463257,126.776321,9.168312,27.520081,136.48587,16.749449,16.690491,96.970612,13.76188,8.297913,75.980011,10.046729,39.661377,109.023499,8.641994,48.88501,106.165863,15.291959,37.377136,80.603973,13.968997,24.219238,60.39566,11.309792,3
872,'2024/04/25 18:11:58:750',23,626.459045,359.612061,-0.000897,34.962891,28.805176,11.421599,52.188477,65.378174,17.464001,33.324219,98.182465,21.904675,5.537537,126.851486,24.691814,54.496765,140.598526,14.134475,64.705933,202.970322,21.2687,71.918335,253.438599,26.467789,78.187195,295.960846,30.352846,17.136475,138.389801,12.331239,7.16156,203.805023,21.475702,26.096558,261.073853,30.173254,38.852051,312.81604,36.48819,16.730957,125.928543,10.501734,28.818359,136.482086,18.57394,17.830627,97.212646,15.334364,10.315063,75.177551,11.328048,43.132751,107.30098,10.009316,51.090454,105.187408,17.000254,38.852173,79.712921,15.361609,25.906494,58.750153,12.34345,3
873,'2024/04/25 18:12:00:222',24,634.768921,535.78772,-0.000728,35.088806,22.339844,13.06287,48.414612,60.651398,18.401337,29.517639,101.928925,21.649218,8.341736,134.467133,23.467016,54.262085,132.688538,12.181148,73.430237,192.974213,17.651426,84.679993,233.300232,21.21406,91.23114,265.696869,23.695375,18.957397,133.871613,9.01084,3.780823,196.920166,14.826963,12.843628,246.365326,20.017353,25.879944,289.391052,23.85623,10.095154,123.677979,6.607893,24.029541,137.987579,15.871783,12.663696,101.46225,13.875324,4.385803,82.230347,9.681666,32.637085,105.314758,5.454352,44.140198,108.835815,13.641535,33.951538,86.289886,12.666437,22.131592,69.924561,9.476396,3
874,'2024/04/25 18:12:00:230',24,635.002991,534.698853,-0.0008,35.064697,20.873291,14.173381,49.589111,56.942627,20.41366,30.081421,95.97876,24.4443,8.022522,128.229828,27.051119,56.460938,132.400177,14.022449,74.722229,192.196625,20.228138,85.42688,233.411591,24.221367,91.3927,265.955872,26.891815,20.08844,133.435486,10.804239,3.210693,196.44754,17.387775,15.140442,246.997284,23.448898,29.543579,290.457336,27.91708,10.098816,122.78952,8.346448,24.222229,136.212433,18.640556,13.14679,98.900085,17.319204,5.155029,78.75943,13.4554,33.291748,103.923035,7.185335,45.126709,106.916473,16.313221,35.640625,85.539276,15.853271,24.040283,70.010468,12.954176,3
875,'2024/04/25 18:12:00:344',24,635.002991,534.698853,-0.0008,35.064697,20.873291,14.173381,49.589111,56.942627,20.41366,30.081421,95.97876,24.4443,8.022522,128.229828,27.051119,56.460938,132.400177,14.022449,74.722229,192.196625,20.228138,85.42688,233.411591,24.221367,91.3927,265.955872,26.891815,20.08844,133.435486,10.804239,3.210693,196.44754,17.387775,15.140442,246.997284,23.448898,29.543579,290.457336,27.91708,10.098816,122.78952,8.346448,24.222229,136.212433,18.640556,13.14679,98.900085,17.319204,5.155029,78.75943,13.4554,33.291748,103.923035,7.185335,45.126709,106.916473,16.313221,35.640625,85.539276,15.853271,24.040283,70.010468,12.954176,3
876,'2024/04/25 18:12:00:354',24,633.728027,536.94751,-0.000847,34.00824,20.047485,14.293402,46.97644,56.579498,20.404804,25.751038,96.601715,24.265434,2.53833,128.991364,26.635601,54.947083,133.060577,13.289452,73.391602,193.841583,19.170279,84.131287,235.570068,22.971056,89.896118,268.498291,25.479017,18.859192,134.25589,9.8715,2.473816,197.74234,15.973806,15.344727,248.708099,21.676126,29.340088,292.419708,25.778519,10.902039,123.590027,7.306229,26.057678,137.105225,17.434175,15.605103,99.12381,15.888959,7.596436,78.433289,11.650476,33.548889,104.652313,6.046178,46.521179,107.197052,15.0565,37.318787,84.902222,14.38083,25.721313,68.718994,11.155445,3
877,'2024/04/25 18:12:00:489',24,635.800598,538.726501,-0.000753,35.441101,21.626343,14.036804,47.39209,61.116302,19.507711,26.403564,104.494995,22.824684,5.274658,139.300446,25.096109,56.453491,136.738373,11.32109,75.392944,197.043304,16.223038,86.628784,237.533081,19.460876,92.60321,269.392395,21.617998,19.46051,138.687439,7.639874,3.667114,201.490845,12.455419,12.73822,251.085602,16.648838,25.899902,293.435638,19.589664,10.617676,128.22168,5.072195,26.718201,141.985565,14.636553,14.807373,103.550079,13.570173,5.490845,82.884766,9.760414,33.930359,109.316315,3.76014,46.75116,113.041626,12.511932,36.001221,90.087677,12.277143,23.477356,73.681366,9.43703,3
878,'2024/04/25 18:12:00:498',24,636.773987,534.719116,-0.000776,34.586731,18.635071,14.326438,47.664917,54.750519,20.079254,28.326782,95.861481,23.50252,7.649658,129.737396,25.705584,58.321228,129.907684,12.920496,76.144348,189.915924,18.60671,86.841125,231.309479,22.339079,92.243591,264.466675,24.734983,22.389709,132.561646,9.252078,6.902893,195.891998,15.052781,10.25293,247.368134,20.671316,24.295227,291.533539,24.588835,7.577942,123.834778,6.479314,22.613342,136.104919,16.496445,13.148987,97.936829,15.185011,5.378845,77.311768,11.138482,30.854553,107.0979,4.991227,43.746887,109.627197,13.915454,34.964294,88.552094,13.439569,23.456116,73.574249,10.430299,3
879,'2024/04/25 18:12:00:614',24,636.466614,534.947449,-0.000844,35.455811,19.671082,13.471264,48.921143,56.422577,19.087444,29.159119,96.445465,22.699768,8.182312,128.49234,25.343575,57.924866,132.50473,11.642854,75.089355,192.181396,16.774458,85.255371,233.099915,20.07276,90.282959,265.868195,22.200138,21.329895,134.735138,8.323852,4.78772,197.359558,13.230439,11.733459,248.772217,17.861017,24.901978,292.749512,21.169546,8.991699,125.042236,5.945771,22.865601,135.859711,15.49648,11.430725,96.097076,14.17207,2.511536,74.892181,10.229686,32.688904,107.269165,4.786496,43.90509,109.443604,13.301702,33.582031,86.60495,12.753659,20.988342,70.609863,9.754226,3
880,'2024/04/25 18:12:00:626',24,634.806335,532.721436,-0.000811,33.487732,20.448303,14.086941,45.41333,56.708221,19.796131,26.111572,96.696136,23.201754,6.331543,129.233582,25.393343,55.828491,130.155548,12.993762,73.25116,189.746704,18.912098,83.674438,231.018799,22.901546,89.136841,264.169861,25.448357,20.534485,131.948303,9.443553,4.396301,195.079834,15.537285,12.858276,246.732849,21.202349,26.846619,291.48172,25.049044,8.66864,122.618835,6.784319,24.557495,135.156677,16.847702,15.245422,96.730042,15.552915,7.269104,75.861603,11.495288,31.389709,105.641205,5.393892,45.095337,109.221649,14.204915,36.861267,89.357452,13.739276,25.799377,75.58255,10.799705,3
881,'2024/04/25 18:12:00:738',24,634.806335,532.721436,-0.000811,33.487732,20.448303,14.086941,45.41333,56.708221,19.796131,26.111572,96.696136,23.201754,6.331543,129.233582,25.393343,55.828491,130.155548,12.993762,73.25116,189.746704,18.912098,83.674438,231.018799,22.901546,89.136841,264.169861,25.448357,20.534485,131.948303,9.443553,4.396301,195.079834,15.537285,12.858276,246.732849,21.202349,26.846619,291.48172,25.049044,8.66864,122.618835,6.784319,24.557495,135.156677,16.847702,15.245422,96.730042,15.552915,7.269104,75.861603,11.495288,31.389709,105.641205,5.393892,45.095337,109.221649,14.204915,36.861267,89.357452,13.739276,25.799377,75.58255,10.799705,3
882,'2024/04/25 18:12:00:745',24,634.168152,534.538086,-0.000638,33.246277,21.071838,13.995847,44.541443,58.188629,19.504429,24.246399,98.083527,22.694422,4.0979,129.173889,24.866697,55.149902,132.215271,12.042935,74.018616,191.806793,17.58605,85.47406,232.776215,21.457083,91.708801,265.694092,23.864429,20.075134,134.596893,8.440707,5.287659,197.378448,13.550405,11.233337,249.644684,18.727674,25.278625,294.922791,22.396151,8.4823,125.16571,5.842965,24.824402,137.155029,15.349548,15.730957,97.450104,14.020031,7.55835,75.341278,10.051701,31.091309,107.709595,4.523954,44.394104,113.910461,12.621817,37.517639,97.736115,11.952303,27.90802,87.085693,9.094189,3
883,'2024/04/25 18:12:00:852',24,635.82373,535.973145,-0.000747,34.758789,20.784607,13.59663,48.213684,57.899323,19.218721,27.888672,97.794678,22.700594,6.553406,129.06604,25.155369,56.781128,133.370544,11.891682,74.799194,193.044617,17.32583,85.837219,234.060364,20.965607,91.675476,266.746552,23.221914,20.825317,135.259247,8.607758,5.267395,197.613434,13.680428,11.3302,249.654938,18.609772,25.177551,294.389587,22.223444,8.828674,124.997711,6.283096,24.566833,136.317719,16.036131,13.829346,96.048645,14.84527,5.2005,73.643372,11.017136,32.177368,106.269958,5.187323,44.455322,111.072174,13.59516,35.710632,92.694672,13.090008,24.578369,80.079315,10.357397,3
884,'2024/04/25 18:12:00:860',24,636.758118,533.283813,-0.000806,34.614868,20.80188,13.657619,48.283081,56.738556,19.416599,29.21991,96.459595,23.046125,9.32843,128.587646,25.71678,57.881226,130.85141,12.848912,74.856995,190.19516,18.570189,85.449341,230.98877,22.338926,90.80481,263.621979,24.795387,22.106201,132.747711,9.549525,5.583191,195.810791,15.225459,11.19281,247.439026,20.442192,25.130981,291.455841,24.211153,7.6875,123.146515,7.097636,23.158386,133.90564,16.976849,12.4505,94.313324,15.642144,3.925964,73.142395,11.770621,31.047791,105.369812,5.897538,43.428467,108.198334,14.496933,34.139832,87.470001,13.948006,22.342102,73.364838,11.062885,3
885,'2024/04/25 18:12:00:979',24,634.898926,533.012756,-0.000869,34.283081,21.476379,13.038801,47.165466,57.815033,18.537226,27.820007,96.408875,21.916967,8.42981,126.64978,24.461674,55.389771,129.511353,12.793712,73.115417,188.881287,18.711765,84.218567,229.462524,22.811844,90.409363,261.940521,25.403465,20.243958,131.283936,9.661172,5.397339,193.517151,15.406967,11.031738,245.405029,20.668127,25.173462,290.718628,24.49868,8.887329,121.740967,7.299737,24.647156,132.259277,16.859201,13.397766,91.900848,15.433039,4.286438,70.069489,11.681897,32.212646,104.017242,6.158356,44.022522,109.479095,14.209527,34.999512,92.403259,13.63756,23.807495,81.384247,11.06052,3
886,'2024/04/25 18:12:00:988',24,637.96814,535.452637,-0.000712,35.002747,19.98114,13.389248,49.037231,57.115082,18.946177,29.290955,98.245087,22.426474,8.32605,130.527893,25.028255,58.55603,133.126099,11.965529,76.594238,191.963043,17.418482,88.014832,232.625183,21.068644,94.189026,265.289398,23.399984,22.312805,135.49527,8.710855,6.662659,197.893768,14.032576,8.549622,249.765015,18.838428,21.365601,294.183167,22.340614,7.679871,125.73587,6.353737,23.063354,136.345184,16.338865,12.00592,95.861053,14.985811,3.442688,74.34668,10.989567,31.310669,107.407043,5.193969,42.881836,111.961151,13.775962,33.163757,92.727783,13.08097,21.542419,80.120514,10.054201,3
887,'2024/04/25 18:12:01:114',24,635.408569,533.477661,-0.000807,34.914917,21.56601,13.092622,48.250244,58.686249,18.546671,29.112122,98.669983,21.973179,9.234741,129.828888,24.455379,57.098755,132.010498,12.051355,73.619751,191.356964,17.697041,83.796509,232.304047,21.441525,88.820984,265.269287,23.801855,21.186157,133.434906,8.915156,3.606323,196.420135,14.31043,13.472229,248.787659,19.436041,27.832397,293.794312,23.124146,8.593872,123.420471,6.614094,24.10144,133.289337,16.23472,13.077454,92.267609,14.758559,4.311035,70.226776,10.796679,32.004395,105.549377,5.513022,44.054382,109.211426,13.708412,34.84436,89.921326,12.949484,23.263977,77.332336,9.986553,3
888,'2024/04/25 18:12:01:124',24,634.067505,533.356445,-0.000843,34.894897,22.301483,12.95192,48.169128,60.383911,18.279648,29.332397,101.449554,21.620256,9.630493,134.151337,24.105385,56.073853,133.063751,11.891873,72.604858,191.96814,17.697475,83.053467,232.726807,21.643209,88.759338,265.334503,24.174965,20.144531,133.960999,8.809813,2.673035,196.164673,14.643063,14.151001,247.781281,19.901119,28.026001,292.485474,23.677879,9.581665,123.801361,6.551775,25.591919,134.350952,16.436743,14.263245,94.171814,15.070389,5.277771,72.857697,11.234063,33.182678,105.909943,5.478811,45.312927,110.941956,13.903742,35.197998,93.046692,13.280402,22.817139,81.50293,10.463951,3
889,'2024/04/25 18:12:01:255',24,634.032959,533.83374,-0.000769,34.08136,22.260254,13.031375,46.936951,60.091522,18.17103,27.739319,101.506683,21.162203,7.657166,133.964569,23.156109,55.749084,131.959442,11.785936,73.438599,190.824799,17.537758,84.562683,231.450226,21.573931,90.872375,264.00824,24.098785,20.775452,133.516663,8.667307,5.679443,195.2276,14.159648,10.858337,247.733032,19.754623,25.069397,293.557465,23.902924,8.13562,123.723297,6.375659,24.224792,134.321716,15.929295,15.086182,94.631317,14.498044,7.605042,72.980347,10.693012,31.232788,105.728149,5.295351,44.052551,111.723663,13.261582,36.821777,96.861084,12.487844,27.145935,87.716614,9.781867,3
890,'2024/04/25 18:12:01:269',24,635.395996,533.292603,-0.000797,35.005798,22.74939,12.347201,48.789429,61.270508,17.359613,30.352661,103.343536,20.485579,10.534302,136.982544,22.689651,56.785156,132.150269,11.233919,74.099915,190.453094,16.858816,85.26239,231.142731,20.709198,91.505371,263.891785,23.169706,21.343628,133.271393,8.376965,4.537598,194.823853,13.954012,12.237671,246.559479,19.159542,26.51532,291.6922,22.993725,8.232849,123.272766,6.288451,23.249023,133.884003,15.832546,12.715881,94.859985,14.394852,5.058411,74.383514,10.679825,31.616455,105.397705,5.354737,42.886902,110.421967,13.503839,33.236816,93.243652,12.859414,21.690491,82.202942,10.18002,3
891,'2024/04/25 18:12:02:810',25,347.729523,465.124573,-0.000772,42.888702,0.913452,8.039495,72.265198,29.293671,12.983346,76.504364,62.913818,18.032475,70.427399,93.511047,22.092348,93.05336,85.564423,5.489124,127.345428,124.896088,12.098372,147.909653,153.836792,16.807676,163.397781,181.362061,20.249933,67.069946,99.891571,6.680157,91.724579,139.381226,12.835762,106.932159,177.163513,18.931747,119.21962,215.228699,23.08873,38.849304,100.65451,8.845256,52.15921,99.766022,21.950953,48.889709,57.941132,20.490547,42.787689,34.60849,15.612041,13.425903,91.08075,11.45023,27.396912,86.371979,22.791927,30.092773,55.62326,20.993269,29.332458,32.409607,16.916721,3
892,'2024/04/25 18:12:02:821',25,348.471863,464.828156,-0.00062,40.729675,0.484955,9.789211,68.534088,26.440918,15.452804,71.596558,57.958496,20.711628,64.758423,87.439209,24.926941,92.431641,84.398712,7.746278,126.928085,123.562195,14.350862,148.015762,153.208344,19.087122,163.459366,181.145599,22.515936,66.761047,98.330597,7.961047,91.321472,139.711121,13.732027,107.238678,179.402039,19.607632,119.973007,218.531464,23.857632,38.508789,98.175903,9.190057,50.164001,100.968628,21.997194,47.008789,59.061096,21.013206,41.475464,34.566101,16.613119,12.890167,88.186127,10.993547,25.191925,86.897949,22.476377,28.368927,57.217834,21.331976,28.263977,33.349182,17.754311,3
893,'2024/04/25 18:12:02:909',25,348.471863,464.828156,-0.00062,40.729675,0.484955,9.789211,68.534088,26.440918,15.452804,71.596558,57.958496,20.711628,64.758423,87.439209,24.926941,92.431641,84.398712,7.746278,126.928085,123.562195,14.350862,148.015762,153.208344,19.087122,163.459366,181.145599,22.515936,66.761047,98.330597,7.961047,91.321472,139.711121,13.732027,107.238678,179.402039,19.607632,119.973007,218.531464,23.857632,38.508789,98.175903,9.190057,50.164001,100.968628,21.997194,47.008789,59.061096,21.013206,41.475464,34.566101,16.613119,12.890167,88.186127,10.993547,25.191925,86.897949,22.476377,28.368927,57.217834,21.331976,28.263977,33.349182,17.754311,3
894,'2024/04/25 18:12:02:925',25,348.797974,464.587921,-0.000887,41.181274,3.250336,10.110089,68.352631,32.886597,15.216853,70.157837,69.252136,19.983053,64.181732,101.327332,23.881588,92.904221,87.156952,5.916989,125.17601,126.608643,11.581974,146.069336,156.683319,15.968951,161.996689,184.577576,19.24276,67.032043,100.179626,5.704745,88.378815,142.473053,10.676998,104.285187,182.104858,15.824738,117.23912,219.712555,19.381781,38.856689,99.213501,6.763701,47.13858,105.906647,18.948725,42.637268,68.128815,18.98913,36.6362,45.563507,15.329981,12.136414,88.68988,8.417376,22.179413,90.970337,19.416552,24.159149,63.640167,19.143221,23.405365,40.879089,16.355944,3
895,'2024/04/25 18:12:03:021',25,349.899414,464.283173,-0.000733,40.124847,1.643127,10.214879,67.407867,28.753021,15.651544,69.420166,62.960114,20.651506,62.378021,94.061646,24.585995,93.662048,86.013367,6.679705,127.265625,124.203979,12.406031,148.826599,153.256805,16.717651,165.021896,180.35321,19.910221,67.93576,99.82309,6.534417,90.034668,142.108185,11.290438,105.667572,181.812469,16.453259,118.495041,219.847595,20.294624,39.626038,99.057159,7.608526,49.066132,105.527191,19.74658,44.637787,67.276154,19.769821,38.596161,44.654816,16.250906,13.164734,88.481873,9.284404,24.116058,89.830475,20.366171,26.151886,62.115601,20.054115,25.205872,39.449982,17.286156,3
896,'2024/04/25 18:12:03:029',25,350.037292,463.358093,-0.000832,39.241699,2.625061,10.509639,65.610474,30.749786,15.750708,67.634064,66.393036,20.359991,61.93634,98.54895,23.982454,92.605652,84.924713,7.217175,126.357452,123.243835,13.014253,148.333389,151.966064,17.407534,165.001709,178.650452,20.693802,67.62616,98.126587,6.674854,89.77179,140.990784,11.63583,106.121002,180.505005,16.563204,119.664734,218.412125,20.223351,40.048279,97.561707,7.368962,47.786377,104.897125,19.222551,41.479492,66.805176,18.997648,34.562927,44.355835,15.462893,13.610535,87.706055,8.71744,22.953979,90.09845,19.388235,23.361969,62.369293,19.011959,21.367859,39.46817,16.367098,3
897,'2024/04/25 18:12:03:141',25,350.966705,462.667267,-0.000882,39.958893,1.892944,9.636663,68.346863,29.702209,14.700038,70.293549,65.197723,19.321936,62.575104,95.981934,22.706751,94.027832,85.825134,6.20979,127.163284,123.955566,12.067373,148.592697,152.497375,16.319092,165.111954,179.293762,19.434315,68.407288,99.69928,6.279738,90.916718,141.070496,11.437482,107.02681,179.941895,16.64921,120.335022,217.02916,20.36903,39.960571,99.410736,7.516167,49.04599,103.571198,19.79207,43.428986,65.51767,19.223417,36.85556,43.522949,15.168201,12.753571,88.872467,9.30453,23.348175,88.114197,20.226234,24.340363,59.910706,19.406317,22.853241,37.336426,16.259932,3
898,'2024/04/25 18:12:03:154',25,352.230591,464.060913,-0.000846,40.11615,3.061218,8.664165,69.647369,33.060577,13.058084,73.528076,71.565491,17.213816,67.495056,104.654297,20.084433,94.417816,87.535736,4.356225,128.03717,124.914948,9.563225,149.530426,152.782867,13.529346,166.081696,179.092987,16.41901,68.917633,101.414185,4.764018,90.914124,142.548004,9.215469,106.429245,181.517639,13.913217,119.368301,218.909454,17.259674,40.498596,100.604492,6.377574,50.760193,104.911682,18.162556,45.876709,67.566559,17.921761,39.401184,46.608765,14.106201,13.157806,89.618622,8.463944,24.963196,88.401794,19.182747,26.219666,60.271667,18.585356,24.682373,38.50174,15.596297,3
899,'2024/04/25 18:12:03:259',25,352.457275,463.666412,-0.000928,37.942139,1.579956,9.933914,66.102844,29.802979,14.760579,69.034729,67.260376,19.027895,62.718903,100.674957,22.138308,94.886566,84.753845,5.748857,127.436035,123.758148,10.995865,148.859894,152.227753,15.035601,165.12471,178.589478,17.987017,69.660492,99.023163,5.482646,89.369446,143.386627,9.846659,104.805649,182.900024,14.824981,117.99292,220.523422,18.430227,41.638428,98.906219,6.464543,48.990997,106.852997,18.483192,44.104034,70.733307,18.66448,38.249207,50.449188,14.98928,14.600616,89.016998,7.984866,24.378265,89.83136,18.993071,25.718781,61.469482,18.494762,24.531952,38.984985,15.339163,3
900,'2024/04/25 18:12:03:271',25,352.457275,463.666412,-0.000928,37.942139,1.579956,9.933914,66.102844,29.802979,14.760579,69.034729,67.260376,19.027895,62.718903,100.674957,22.138308,94.886566,84.753845,5.748857,127.436035,123.758148,10.995865,148.859894,152.227753,15.035601,165.12471,178.589478,17.987017,69.660492,99.023163,5.482646,89.369446,143.386627,9.846659,104.805649,182.900024,14.824981,117.99292,220.523422,18.430227,41.638428,98.906219,6.464543,48.990997,106.852997,18.483192,44.104034,70.733307,18.66448,38.249207,50.449188,14.98928,14.600616,89.016998,7.984866,24.378265,89.83136,18.993071,25.718781,61.469482,18.494762,24.531952,38.984985,15.339163,3
901,'2024/04/25 18:12:03:372',25,353.259094,462.362488,-0.00079,38.176086,0.586823,9.93318,66.360718,25.862213,15.170591,68.715149,60.157196,19.856611,59.927338,91.836456,23.262657,94.958618,83.339142,6.443785,128.301239,121.966858,11.923947,150.063293,150.240906,16.016415,166.503647,176.502563,19.041122,69.709351,98.342651,6.406905,90.860809,141.980377,10.90994,106.725647,181.3078,16.46949,119.899658,218.69104,20.772987,41.412109,98.68454,7.486537,49.997772,105.011292,19.793188,45.971497,69.687988,19.627817,40.475464,49.971497,15.761477,14.915436,88.541443,9.096399,25.760498,87.24234,20.188564,28.239044,58.02774,19.082661,27.672363,34.795776,15.453629,3
